timestamp,datetime_utc,longUsd,shortUsd,totalUsd
1772488800000,2026-03-02T22:00:00.000Z,11210.6241,24487.3745,35697.998600000006
1772490600000,2026-03-02T22:30:00.000Z,8110.5406,27461.1485,35571.6891
1772492400000,2026-03-02T23:00:00.000Z,146578.52836,24224.8059,170803.33426
1772494200000,2026-03-02T23:30:00.000Z,725366.90128,7443.5373,732810.43858
1772496000000,2026-03-03T00:00:00.000Z,163167.91502,13611.90834,176779.82335999998
1772497800000,2026-03-03T00:30:00.000Z,42673.8848,67560.45424,110234.33904
1772499600000,2026-03-03T01:00:00.000Z,17714.3457,80023.44061,97737.78631000001
1772501400000,2026-03-03T01:30:00.000Z,95894.21322,14072.2534,109966.46662
1772503200000,2026-03-03T02:00:00.000Z,1839893.10123,160357.5852,2000250.68643
1772505000000,2026-03-03T02:30:00.000Z,0,28704.17932,28704.17932
1772506800000,2026-03-03T03:00:00.000Z,61199.229,2184.0128,63383.241799999996
1772508600000,2026-03-03T03:30:00.000Z,5189.9714,6160.91983,11350.891230000001
1772510400000,2026-03-03T04:00:00.000Z,6688.5098,0,6688.5098
1772512200000,2026-03-03T04:30:00.000Z,757667.12666,46673.2627,804340.3893599999
1772514000000,2026-03-03T05:00:00.000Z,90816.24678,373510.51377,464326.76055
1772515800000,2026-03-03T05:30:00.000Z,1350914.10295,3273.0842,1354187.18715
1772517600000,2026-03-03T06:00:00.000Z,24214.52421,6594.5271,30809.05131
1772519400000,2026-03-03T06:30:00.000Z,80821.87681,524269.38228,605091.2590900001
1772521200000,2026-03-03T07:00:00.000Z,1902.4658,239161.33695,241063.80275
1772523000000,2026-03-03T07:30:00.000Z,544.5152,1364.398,1908.9132
1772524800000,2026-03-03T08:00:00.000Z,350493.26749,17836.64014,368329.90763
1772526600000,2026-03-03T08:30:00.000Z,5399902.73774,4200.633,5404103.37074
1772528400000,2026-03-03T09:00:00.000Z,1604064.13779,269598.34431,1873662.4821000001
1772530200000,2026-03-03T09:30:00.000Z,1197355.8846,122056.5514,1319412.436
1772532000000,2026-03-03T10:00:00.000Z,220693.1773,48909.1358,269602.3131
1772533800000,2026-03-03T10:30:00.000Z,3987.8242,464776.66788,468764.49208
1772535600000,2026-03-03T11:00:00.000Z,113856.68944,501207.65403,615064.34347
1772537400000,2026-03-03T11:30:00.000Z,123444.07654,163515.53134,286959.60787999997
1772539200000,2026-03-03T12:00:00.000Z,789373.4189,5837405.54942,6626778.96832
1772541000000,2026-03-03T12:30:00.000Z,108156.37062,5058.3248,113214.69542
1772542800000,2026-03-03T13:00:00.000Z,849428.03857,6812.43294,856240.47151
1772544600000,2026-03-03T13:30:00.000Z,1276893.26772,87615.8085,1364509.07622
1772546400000,2026-03-03T14:00:00.000Z,189699.79431,1609092.82173,1798792.61604
1772548200000,2026-03-03T14:30:00.000Z,6584233.29719,1558275.65187,8142508.9490600005
1772550000000,2026-03-03T15:00:00.000Z,208917.59516,458464.57637,667382.17153
1772551800000,2026-03-03T15:30:00.000Z,97319.2386,2135541.49252,2232860.7311199997
1772553600000,2026-03-03T16:00:00.000Z,34111.9286,14589115.37828,14623227.306880001
1772555400000,2026-03-03T16:30:00.000Z,4781594.33961,1598158.44813,6379752.78774
1772557200000,2026-03-03T17:00:00.000Z,552127.20877,914829.99097,1466957.19974
1772559000000,2026-03-03T17:30:00.000Z,93803.86022,309772.2928,403576.15301999997
1772560800000,2026-03-03T18:00:00.000Z,732816.74811,790938.06483,1523754.81294
1772562600000,2026-03-03T18:30:00.000Z,8364.8474,719586.11596,727950.9633599999
1772564400000,2026-03-03T19:00:00.000Z,843143.18843,354697.5021,1197840.69053
1772566200000,2026-03-03T19:30:00.000Z,85937.2991,33674.71546,119612.01456000001
1772568000000,2026-03-03T20:00:00.000Z,986801.47801,90035.35754,1076836.83555
1772569800000,2026-03-03T20:30:00.000Z,269131.75635,10418.61083,279550.36718
1772571600000,2026-03-03T21:00:00.000Z,910198.29111,18070.0674,928268.3585099999
1772573400000,2026-03-03T21:30:00.000Z,3260.3526,8643.3348,11903.6874
1772575200000,2026-03-03T22:00:00.000Z,1771.2944,1384003.57966,1385774.87406
1772577000000,2026-03-03T22:30:00.000Z,5873.8584,38679.7058,44553.5642
1772578800000,2026-03-03T23:00:00.000Z,2181.2332,663970.12774,666151.36094
